trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1809,False,"{'a': 0.2, 'e': 0.0007230732694997324}",20,16,7.59729496714154,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.2, 'e': 0.0007201867533028142}",25,12,25.607315345981434,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.2, 'e': 0.0007173117601093135}",20,10,14.536770752015826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.2, 'e': 0.0007144482439192765}",25,14,19.141204212838225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.2, 'e': 0.0007115961589163838}",20,4,25.137856485196764,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.2, 'e': 0.0007087554594672153}",20,11,20.68174307399811,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.2, 'e': 0.0007059261001205183}",20,12,15.897762847225748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.2, 'e': 0.0007031080356064829}",20,0,32.53930994542212,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1817,False,"{'a': 0.2, 'e': 0.0007003012208360157}",20,0,20.357413192614693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1818,False,"{'a': 0.2, 'e': 0.0006975056109000228}",25,5,35.02294970050384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.2, 'e': 0.0006947211610686845}",25,8,30.559258542594907,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.2, 'e': 0.0006919478267907433}",20,7,25.255748340111392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.2, 'e': 0.0006891855636927931}",30,17,27.955613036285758,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1822,False,"{'a': 0.2, 'e': 0.0006864343275785639}",30,7,35.9824392573934,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.2, 'e': 0.0006836940744282199}",20,10,20.04082561244764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.2, 'e': 0.0006809647603976529}",25,19,10.75504374645328,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.2, 'e': 0.0006782463418177795}",20,5,24.900794759174723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.2, 'e': 0.0006755387751938444}",30,17,23.188974410032838,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.2, 'e': 0.0006728420172047227}",30,23,15.992821776821462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.2, 'e': 0.0006701560247022315}",30,15,24.504146051680266,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.2, 'e': 0.0006674807547104321}",25,14,20.053353853182664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.2, 'e': 0.0006648161644249471}",30,16,25.952732689701218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.2, 'e': 0.0006621622112122764}",30,12,30.21441129660479,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.2, 'e': 0.0006595188526091105}",25,18,10.440316011716282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1833,False,"{'a': 0.2, 'e': 0.0006568860463216561}",20,0,28.603976533075816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1834,False,"{'a': 0.2, 'e': 0.000654263750224957}",25,18,12.759403617079101,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.2, 'e': 0.0006516519223622192}",20,8,19.817510863982818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.2, 'e': 0.0006490505209441411}",20,9,21.15245511117761,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.2, 'e': 0.0006464595043482432}",30,8,38.10141125714763,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1838,False,"{'a': 0.2, 'e': 0.0006438788311182074}",20,0,29.679304131972913,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1839,False,"{'a': 0.2, 'e': 0.0006413084599632055}",20,6,22.768682272801637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1840,False,"{'a': 0.2, 'e': 0.0006387483497572436}",20,8,22.24980948555818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.2, 'e': 0.0006361984595385052}",20,13,12.966584579325758,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.2, 'e': 0.000633658748508691}",25,8,30.14600804749883,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.2, 'e': 0.000631129176032371}",25,11,27.315090262991344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.2, 'e': 0.0006286097016363321}",20,10,19.657658251795635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.2, 'e': 0.0006261002850089299}",25,13,19.967563693619226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1846,False,"{'a': 0.2, 'e': 0.0006236008859994445}",25,14,20.52919710939471,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.2, 'e': 0.0006211114646174374}",25,9,29.769644339542715,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.2, 'e': 0.0006186319810321159}",25,5,35.56445870062397,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.2, 'e': 0.0006161623955716883}",20,6,27.101771831477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.2, 'e': 0.0006137026687227341}",20,12,15.965581584341994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.2, 'e': 0.0006112527611295723}",20,0,27.81663206584425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1852,False,"{'a': 0.2, 'e': 0.0006088126335936282}",25,13,23.459207706704355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.2, 'e': 0.0006063822470728095}",20,10,21.64512286172913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.2, 'e': 0.0006039615626808807}",30,21,16.09154466869848,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.2, 'e': 0.0006015505416868393}",25,8,29.214614340628586,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.2, 'e': 0.0005991491455142981}",20,16,6.7467096123686465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.2, 'e': 0.0005967573357408658}",20,13,13.48813209409077,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.2, 'e': 0.0005943750740975372}",30,20,17.733438059053398,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.2, 'e': 0.0005920023224680743}",20,3,25.622573002642234,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.2, 'e': 0.0005896390428884002}",20,11,15.12406059237599,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.2, 'e': 0.0005872851975459907}",25,13,24.706802658822806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.2, 'e': 0.0005849407487792708}",25,10,20.868920521905913,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1863,False,"{'a': 0.2, 'e': 0.0005826056590770107}",20,11,14.833611859278017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.2, 'e': 0.000580279891077724}",20,6,26.52282877132583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.2, 'e': 0.0005779634075690746}",25,13,19.948773182309722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.2, 'e': 0.0005756561714872761}",25,15,18.485541108971717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.2, 'e': 0.000573358145916501}",35,19,28.549314559906886,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.2, 'e': 0.0005710692940882933}",20,9,19.93246422903696,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.2, 'e': 0.0005687895793809739}",20,0,30.00997919782597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1870,False,"{'a': 0.2, 'e': 0.0005665189653190586}",20,8,20.14730044856504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.2, 'e': 0.0005642574155726738}",20,11,17.375666265308098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.2, 'e': 0.0005620048939569756}",30,20,17.876303618566215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.2, 'e': 0.0005597613644315706}",20,0,32.02965243907304,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1874,False,"{'a': 0.2, 'e': 0.0005575267910999378}",30,20,21.17833513884185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.2, 'e': 0.0005553011382088568}",20,11,17.157688653307837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.2, 'e': 0.0005530843701478336}",30,13,31.215378539820975,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.2, 'e': 0.000550876451448531}",20,13,12.466167035711262,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.2, 'e': 0.0005486773467842045}",20,14,10.654211092187571,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.2, 'e': 0.0005464870209691317}",25,10,33.575449169640535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.2, 'e': 0.0005443054389580528}",20,16,9.042148859718074,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1881,False,"{'a': 0.2, 'e': 0.0005421325658456086}",25,6,29.30671285695204,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.2, 'e': 0.0005399683668657835}",20,2,30.72852714934329,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.2, 'e': 0.0005378128073913479}",20,13,14.54891857007958,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.2, 'e': 0.0005356658529333036}",20,9,17.460461315132488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.2, 'e': 0.0005335274691403342}",30,13,30.438053689960523,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.2, 'e': 0.0005313976217982529}",25,6,26.775982723572678,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.2, 'e': 0.000529276276829456}",20,3,29.08008418175509,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.2, 'e': 0.0005271634002923805}",35,8,43.46845080306707,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.2, 'e': 0.0005250589583809559}",25,3,39.118230734204175,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1890,False,"{'a': 0.2, 'e': 0.0005229629174240666}",20,10,20.812035356689286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.2, 'e': 0.0005208752438850122}",25,10,27.957548159467134,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.2, 'e': 0.0005187959043609719}",20,13,15.54938714919661,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1893,False,"{'a': 0.2, 'e': 0.0005167248655824696}",25,17,16.322247340085614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.2, 'e': 0.0005146620944128396}",20,16,9.200346239538012,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.2, 'e': 0.0005126075578477001}",30,16,26.51066962643752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.2, 'e': 0.0005105612230144218}",25,14,22.126581938702984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.2, 'e': 0.0005085230571716028}",20,10,22.792010432876957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.2, 'e': 0.0005064930277085479}",20,6,27.287140981298865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1899,False,"{'a': 0.2, 'e': 0.0005044711021447416}",25,19,10.852321678989654,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.2, 'e': 0.0005024572481293316}",20,13,11.936625091889736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.2, 'e': 0.0005004514334406104}",20,4,23.96990536441142,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.2, 'e': 0.0004984536259855006}",25,10,24.353254154633152,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.2, 'e': 0.0004964637937990405}",20,15,8.868231015913588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.2, 'e': 0.0004944819050438722}",30,16,22.944848084144045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.2, 'e': 0.0004925079280097338}",20,16,5.83646312419928,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.2, 'e': 0.0004905418311129505}",20,12,15.532987745166963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1907,False,"{'a': 0.2, 'e': 0.000488583582895929}",20,10,20.02603892143551,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1908,False,"{'a': 0.2, 'e': 0.00048663315202665785}",20,3,23.500865352566805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.2, 'e': 0.00048469050729820065}",20,12,13.226015956467647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.2, 'e': 0.00048275561762820023}",20,8,18.093694316644022,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.2, 'e': 0.0004808284520583803}",20,6,22.52673709809577,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.2, 'e': 0.00047890897975405095}",20,3,27.467479135473468,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.2, 'e': 0.0004769971700036148}",20,8,20.264398459635117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.2, 'e': 0.00047509299221807423}",20,8,21.440907778655614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1915,False,"{'a': 0.2, 'e': 0.00047319641593054494}",30,12,28.894014957758912,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.2, 'e': 0.00047130741079576537}",25,11,26.207697099021804,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.2, 'e': 0.00046942594658961224}",20,0,34.072981688638095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.2, 'e': 0.0004675519932086198}",20,4,29.089644085529514,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.2, 'e': 0.00046568552066949317}",25,11,21.509111938699984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.2, 'e': 0.0004638264991086319}",30,16,25.97092410239964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.2, 'e': 0.0004619748987816513}",20,10,18.387854005133125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1922,False,"{'a': 0.2, 'e': 0.0004601306900629059}",35,15,31.21508293013803,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.2, 'e': 0.0004582938434450184}",30,22,16.91802239655819,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.2, 'e': 0.0004564643295384026}",20,13,11.796395476009696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.2, 'e': 0.0004546421190707977}",25,12,24.47260242696898,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.2, 'e': 0.00045282718288679695}",20,9,17.990225226712838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.2, 'e': 0.00045101949194738196}",30,17,22.310943358197406,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.2, 'e': 0.00044921901732946067}",20,12,13.610795040964987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1929,False,"{'a': 0.2, 'e': 0.00044742573022539994}",25,13,22.775680333588056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.2, 'e': 0.00044563960194256795}",20,13,10.477071288745956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.2, 'e': 0.000443860603902874}",25,17,18.84692801034845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.2, 'e': 0.0004420887076423108}",30,12,36.56227642083163,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.2, 'e': 0.00044032388481050184}",20,8,22.080366270561974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.2, 'e': 0.0004385661071702434}",20,2,29.794652482725866,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.2, 'e': 0.00043681534659705543}",25,10,27.029920175076047,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.2, 'e': 0.0004350715750787321}",30,7,39.39203607061678,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.2, 'e': 0.00043333476471489125}",20,14,12.451692296788218,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1938,False,"{'a': 0.2, 'e': 0.00043160488771653026}",25,2,30.92258471578014,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.2, 'e': 0.00042988191640558066}",20,8,19.26537669629712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.2, 'e': 0.0004281658232144644}",30,16,26.78552961488451,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1941,False,"{'a': 0.2, 'e': 0.00042645658068565383}",25,13,16.25847656263889,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1942,False,"{'a': 0.2, 'e': 0.00042475416147123114}",20,12,2.785174366714503,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1943,False,"{'a': 0.2, 'e': 0.0004230585383324542}",20,9,17.79119389785061,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1944,False,"{'a': 0.2, 'e': 0.00042136968413931583}",30,16,26.186452747075304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1945,False,"{'a': 0.2, 'e': 0.0004196875718701126}",35,6,44.45277776308657,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1946,False,"{'a': 0.2, 'e': 0.0004180121746110129}",35,22,26.20377691650285,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1947,False,"{'a': 0.2, 'e': 0.0004163434655556243}",20,10,12.371111441444919,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1948,False,"{'a': 0.2, 'e': 0.00041468141800456653}",25,13,23.196158761427586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1949,False,"{'a': 0.2, 'e': 0.00041302600536504374}",25,11,27.9212077236378,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.2, 'e': 0.00041137720115041803}",20,9,17.599660648365102,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1951,False,"{'a': 0.2, 'e': 0.0004097349789797868}",30,18,22.897498519929172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.2, 'e': 0.0004080993125775595}",25,10,32.61534518071415,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.2, 'e': 0.0004064701757730403}",25,11,27.087301544418438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1954,False,"{'a': 0.2, 'e': 0.00040484754250000483}",20,10,16.95957846345348,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.2, 'e': 0.0004032313867962858}",20,16,8.0696843409915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1956,False,"{'a': 0.2, 'e': 0.0004016216828033581}",30,10,37.15410776827082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.2, 'e': 0.00040001840476592285}",20,6,24.967350970265937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.2, 'e': 0.00039842152703149753}",20,9,17.54761846075679,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.2, 'e': 0.0003968310240500048}",20,9,19.16181178183276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.2, 'e': 0.00039524687037336255}",25,12,22.110190168331716,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.2, 'e': 0.0003936690406550783}",30,13,29.311236916057975,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1962,False,"{'a': 0.2, 'e': 0.000392097509649842}",20,13,13.294478881832012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.2, 'e': 0.0003905322522131256}",30,16,23.288884471928586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1964,False,"{'a': 0.2, 'e': 0.000388973243300776}",25,20,9.66624524531612,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'a': 0.2, 'e': 0.0003874204579686169}",25,15,18.764871603325858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1966,False,"{'a': 0.2, 'e': 0.00038587387137205064}",30,14,30.644244753301344,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'a': 0.2, 'e': 0.000384333458765658}",25,3,29.923368550822545,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.2, 'e': 0.0003827991955028047}",20,4,21.590245558807236,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.2, 'e': 0.0003812710570352462}",30,11,32.465070222222636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'a': 0.2, 'e': 0.00037974901891273404}",20,11,16.29821629725938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.2, 'e': 0.00037823305678262576}",30,20,20.98765151865586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'a': 0.2, 'e': 0.0003767231463894943}",20,12,15.106436567375727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1973,False,"{'a': 0.2, 'e': 0.0003752192635747426}",20,13,13.522123044521377,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.2, 'e': 0.0003737213842762127}",25,14,18.932389026272745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.2, 'e': 0.00037222948452780364}",25,15,15.09476971982489,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.2, 'e': 0.0003707435404590882}",20,8,21.683835423829013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.2, 'e': 0.00036926352829492906}",20,16,4.331276251449673,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.2, 'e': 0.00036778942435510025}",30,16,29.727076630180548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.2, 'e': 0.0003663212050539076}",25,12,25.633254766751826,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.2, 'e': 0.00036485884689981067}",20,13,14.156076500203152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.2, 'e': 0.0003634023264950478}",25,16,13.386185117889353,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.2, 'e': 0.0003619516205352608}",25,20,9.509688070861472,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.2, 'e': 0.00036050670580912465}",20,0,24.809099235487402,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1984,False,"{'a': 0.2, 'e': 0.00035906755919797224}",30,20,16.805716456854768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.2, 'e': 0.0003576341576754268}",20,6,25.849564177495093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'a': 0.2, 'e': 0.00035620647830703403}",25,16,18.339444297999332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1987,False,"{'a': 0.2, 'e': 0.0003547844982498929}",25,13,18.012267695413552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'a': 0.2, 'e': 0.00035336819475229254}",20,7,26.25313233498814,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'a': 0.2, 'e': 0.00035195754515334707}",30,19,20.88290349971101,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
